Index,coconut_id,SMILES,Classe
202,,O=C(OCC)COC1=CC=CC(=C1)N2CCN(CC2)CCCNC(=O)C(OC)=CC=CC3=CC=4C=C(Cl)C(Cl)=CC4N3,0
203,,O(C1=CC=2C=CC(OC2C(=C1)CC=CC=3C=CC=CC3)C=4C=CC=CC4)C,0
204,,O=C(C=CC=1C=CC=CC1)C=2C=C(O)C(OC)=CC2O,0
205,,OC1C(C=2OC3=CC(OC)=C4C(OC(C=5C=CC=CC5)CC4)=C3C2)C(C)C(O)C1(C)C,0
206,,OC=1C=C(OC)C2=C(OC(C=3C=CC=CC3)CC2)C1C=4OC5=CC(O)=C(C(OC)=C5C4)C,0
207,,O=C(OC=1C=C(OC(=O)C)C(=C(OC)C1C=2OC=3C=C(OC)C4=C(OC(C=5C=CC=CC5)CC4)C3C2)C)C=6C=CC=CC6,0
208,,O=C(OC=1C=C(OC(=O)C)C(=C(OC)C1C=2OC3=CC(OC)=C4C(OC(C=5C=CC=CC5)CC4)=C3C2)C)C,0
209,,OC=1C=C2C(=CC1OC)CCC32SC=4C=CC=CC4CS3,0
210,,OC=1C(OC)=CC=C2C1CCC32SC=4C=CC=CC4CS3,0
211,,O=C(OC=1C=C2C(=CC1OC)C(=O)CC2)C(C)(C)C,0
212,,O=C(OC=1C=CC=CC1I)C=CC2=CC=C(OC)C=C2,0
213,,O=C(OC=1C=CC=CC1I)C=CC=2C=C(OC)C(O)=C(OC)C2,0
214,,O=C(OC=1C=CC=CC1I)C=CC2=CC=C(OCC=3C=CC=CC3)C=C2,0
215,,O=C(OC=1C=CC=CC1I)C=CC2=CC=C(OC)C(O)=C2,0
216,,O=C(OC1=CC(OC)=CC(OC)=C1I)C=CC2=CC=C(OC)C(O)=C2,0
217,,O=C(O)C1=C(OC)C(OCC)=C(OC)C=C1C(=O)C2=CC=C(OCC)C=C2OC,0
218,,O=C(OC)C1=C(OC)C(OCC)=C(OC)C=C1C(=O)C2=CC=C(OCC)C=C2OC,0
219,,O=C(C1=CC(OC)=C(OCC)C(OC)=C1)C2=CC=C(OCC)C=C2OC,0
220,,O=CC=1C(O)=C(C(C=2C=CC(OC)=CC2OC)=C3C=C(OC)C(OC)=C(OC)C13)CC4=CC=C(OC)C(OC)=C4,0
221,,OC=1C=CC(=C(OC)C1)C2=C3C=C(OC)C(O)=C(OC)C3=CC(O)=C2CC4=CC=C(O)C(O)=C4,0
222,,O=CC=1C(O)=CC=2C(OC)=C(O)C(OC)=CC2C1C=3C=CC(O)=CC3OC,0
223,,OC=1C=CC(=C(OC)C1)C2=C3C=C(OC)C(O)=C(OC)C3=CC(O)=C2CC4=CC=C(O)C(OC)=C4,0
224,,O=C1C=C2OC=3C(C=C2C=C1OC)=C4C(OC)=C(OC)C(OC)=CC4=C(C=5C=CC(OC)=CC5OC)C3CC6=CC=C(OC)C(OC)=C6,0
225,,O=C1C=C2OC=3C(C=C2C=C1OC)=C4C(OC)=C(OC)C(OC)=CC4=C(C=5C=CC(OC)=C(OC)C5)C3CC6=CC=C(OC)C=C6OC,0
226,,O=C1NC(OC2=CC=3C=CC=CC3C=4C=CC=CC24)C1,0
227,,O=C(C=CC1=CC=C(Cl)C=C1)C2=CC=C(OC3NC(=O)C3)C=C2,0
228,,O=C(OC1=CC=CC=2OC(C=CC12)(C)C)C,0
229,,O=C(OC)C1=CC=C2OC(C=CC2=C1OC(=O)C)(C)C,0
230,,O=C(O)C1=CC=C2OC(C=CC2=C1OC(=O)C)(C)C,0
231,,O=C(OC1=CC=CC=2C=CC(OC12)(C)C)C,0
232,,OC1=CC=CC=2C=CC(OC12)(C)C,0
233,,O=C(OC)C=1C(OC(=O)C)=CC=C2OC(C=CC21)(C)C,0
234,,O=C(OC)C=1C(O)=CC=C2OC(C=CC21)(C)C,0
235,,O=C(OCC)C=1C=CC=2OC(C=CC2C1)(C)C,0
236,,O(C=1C=C(OC)C(=C(OC)C1C)CCC2=C(OC)C=C(OC)C3=C2OC(C=4C=CC=CC4)CC3)C,0
237,,OC=1C=C(OC)C(=C(OC)C1CCC2=C(OC)C=C(OC)C3=C2OC(C=4C=CC=CC4)CC3)C,0
238,,O(C=1C=C(OC)C(=C(OC)C1C=CC2=C(OC)C=C(OC)C3=C2OC(C=4C=CC=CC4)CC3)C)C,0
239,,OC=1C=C(OC)C(=C(OC)C1C=CC2=C(OC)C=C(OC)C3=C2OC(C=4C=CC=CC4)CC3)C,0
240,,O=C(OC=1C=C(OC(=O)C)C(=C(OC)C1C=CC2=C(OC(=O)C)C=C(OC)C3=C2OC(C=4C=CC=CC4)CC3)C)C=5C=CC=CC5,0
241,,O=C(C=1C=C(C(O)=CC1O)CC=C(C)CCC=C(C)C)C,0
242,,O=C(C1=CC(OC)=C(OC)C(=C1O)CC=C(C)CCC=C(C)C)C,0
243,,O=C(C=CC1=CC(OC(=O)C)=CC=C1OC(=O)C)C=2C=C(OC(=O)C)C=3OC(C=CC3C2O)(C)CCC=C(C)C,0
244,,O=C(C1=CC(O)=C2OC(C)(CCC2=C1O)CCCC(C)C)CCC3=CC(O)=CC=C3O,0
245,,O=C(C=CC=1C(OC(=O)C)=CC=CC1OC(=O)C)C=2C=C(OC(=O)C)C=3OC(C=CC3C2O)(C)CCC=C(C)C,0
246,,O=C(C1=CC(O)=C2OC(C)(CCC2=C1O)CCCC(C)C)CCC=3C(O)=CC=CC3O,0
247,,O=C(OC=1C=C2OC(C=CC2=C3OC=C(C(=O)C13)C=4C=C(OC)C(OC)=CC4OC)(C)C)C,0
248,,O=C(OC1=CC=C2C(=O)C3=C(O)C=4C=CC(OC4C(=C3OC2=C1OC(=O)C)C(C=C)(C)C)(C)C)C,0
249,,O=C(OC1=CC=C2C(=O)C3=C(OC2=C1OC(=O)C)C=C4OC(C=CC4=C3OC(=O)C)(C)C)C,0
250,,O=C(C=CC=1C=CC=CC1)C2=C(OC(=O)C)C(=C(OC(=O)C)C=3C=CC(OC32)(C)C)CC=4C(OC(=O)C)=C(C(=O)C)C(OC(=O)C)=C(C4OC(=O)C)C,0
251,,O=C(OCC1OC(C2=CC=C3OC4=CC(O)=C(O)C=C4C(=O)C3=C2O)C(O)C(O)C1O)C(=CC=CC(=CC=CC=C(C=CC=C(C(=O)OC5OC(CO)C(O)C(O)C5O)C)C)C)C,0
252,,O=CC(=CC=CC=C(C=CC=C(C=CC1C(O)(C)CC(OC(=O)C)CC1(C)C)C)C)C,0
253,,O=C(OC1C=C(C)C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC2=C(C)CC(O)CC2(C)C)C)C)C)C)C(C)(C)C1)CCC3C4=NC(=CC=5NC(C=C6N=C(C=C7NC=8C(C(=O)CC48)=C7C)C(=C6C)CC)=C(C=C)C5C)C3C,0
254,,O=C(OCC(=CC=CC(=CC=CC=C(C=CC=C(C(=O)CC1(O)C(=CC(=O)CC1(C)C)C)C)C)C)C=CC2C(O)(C)CC(O)CC2(C)C)C,0
255,,O=C(OC(CC(=O)C)CC(C(=O)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1C(O)(C)CC(O)CC1(C)C)C)C)C)C)(C)C)CCCCCCCCCCCCC,0
256,,OC1CC(=C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC2C(O)(C)CC(OCOC)CC2(C)C)C)C)C)C)C(C)(C)C1)C,0
257,,O=C(C=CCC=CCC#CC#C)NCC(C)C,0
258,,O=C(C=CC=CCCC#CC#CCCC)NCCC1=CC=C(O)C=C1,0
259,,O=C1OC2(C(=O)C3=CN(C(C=CC)=CC3=CC2=C1C(=O)CCCCCCC)C4OC(CO)C(O)C(O)C4O)C,0
260,,O=C1OC2(C(=O)C(=CNCC=3C=CC=CC3)C(C=C(O)CO)=CC2=C1C(O)=CC(=O)CCCCCCC(C)CC)C,0
261,,O=C(C=CC=CC=CC(C)CC)C=C(O)C=1C(=O)OC2(C(=O)C(=CNCC=3C=CC=CC3)C(C=C(O)CO)=CC12)C,0
262,,OC1=CC(OC)=CC(OC)=C1C(CCC2=CC=C(OC)C=C2)CCC3=CC=C(OC)C=C3,0
263,,O(C1=CC=C(C=C1)CCC2C3=CC=C(OC)C=C3OC(C4=CC=C(OC)C=C4)C2)C,0
264,,O(C1=CC=C(C=C1)C=CC2C=3C(OC)=CC(OC)=CC3OC(C4=CC=C(OC)C=C4)C2)C,0
265,,O=C(OC1=CC=C(C=C1)C=CC2C=3C(OC)=CC(OC)=CC3OC(C4=CC=C(OC(=O)C)C=C4)C2)C,0
266,,O=C1C2=C(O)C=C(OC)C=C2OC(C3=CC(O)=C(OC)C(O)=C3)C1,0
267,,OC1CC(=C(C#CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC2C(O)(C)CC(O)CC2(C)C)C)C)C)C)C(C)(C)C1)C,0
268,,O=C(C=CC=CCCC#CC#CCCC)NCCC(C)C,0
269,,O=C(C=CC=1C=C(OC)C=2OCOC2C1)N3C=CCCC3,0
270,,O=C(O)C=1C=CC=C(NC(=O)CCCCCCCCCCCCCCC)C1N,0
271,,O=C(C=CCC(=O)C1=CC=C2OCOC2=C1)N3CCCCC3,0
272,,O=C(C=CC=CCCCCCCC=1C=CC=C2OCOC21)NCC(C)C,0
273,,O=C(C=CCCC=CC=CC=CC=CC)NCC(C)C,0
274,,O=C(C=CC=CCC=1SC(=CC1)C)NCC(C)C,0
275,,O=C(C=CC=CCC#CC#C)NCC(C)C,0
276,,O=C(C=CCCCCCCCCC(=O)CCCCCC)N1C=CCC1,0
277,,O=C(C=CCCCC(O)C=CC#CC#C)NCC(C)C,0
278,,O=C(NCC(C)C)C(O)CCCCC=CC=CC,0
279,,O=C(NCCC=1C=CC=CC1)C2OC2C,0
280,,O=C(C=CC=CCCC=CC=CC#CC=CCCC)NCC(C)CC,0
281,,O=C(C=CCCCCCC=CCC#CC#C)NCC(C)CC,0
282,,O=C(C=CCCC(O)C=CC=CC(=O)C)NCC(C)C,0
283,,O=C(C=CCCCCCC=CCC#CC#CC)NCC,0
284,,O=C(C=CC=CC=CC=CC)NCC(C)C,0
285,,O=C(NCC(C)C)CCCC=CCCCC#CC#C,0
286,,O=C(OC)C12C3OC(OC4OC(CO)C(O)C(O)C4O)C(C=C)C2CC5NCCC6(O3)C=7C=CC=CC7NC561,0
287,,N=NC1=CNC2=COC=C12,0
288,,OC=C1N=NN2C=CC=C12,0
289,,N=CC=1NC=C2ON=CC21,0
290,,OC=C1C=CN2N=NC=C12,0
291,,N1=CC=C2ON(N=C)C=C12,0
292,,O=CC1=NC2=CNNC2=C1,0
293,,N=C1ON2N=CC=C2C1=C,0
294,,N=1ON(C=C)C2=NC=CC12,0
295,,N=CC=1NC=C2C=NOC21,0
296,,N(=C)C=1NOC2=NC=CC21,0
297,,N=1OC(=C)C2=NNC(=C)C12,0
298,,O=CC=1C=NC2=CNNC21,0
299,,O=NC1=CNC=2C=CNC12,0
300,,N1=CN(N=C)C=2OC=CC12,0
301,,O=CC=1C=CC2=NNNC21,0
302,,N=CC1=CNC=2ON=CC12,0
303,,N=CC1=CC=2C=NOC2N1,0
304,,N=NN1OC=C2C=CC=C21,0
305,,N(=C)C=1ONC2=CC=NC12,0
306,,N=1C=C(C=C)C2=NNOC12,0
307,,N=1NN=C2C1OC=C2C=C,0
308,,N=CC=1N=CC2=CNOC12,0
309,,N=1NOC2=NC(=C)C(=C)C12,0
310,,N=CC1=CC=2ON=CC2N1,0
311,,N=CC=1NOC2=CN=CC21,0
312,,N=CC1=CNC=2C=NOC12,0
313,,N=CC1=CNC2=CON=C12,0
314,,O=CN1N=CC2=CC=CN21,0
315,,OC=C1C=NN2C=NC=C12,0
316,,N(=C)C=1NOC2=CC=NC12,0
317,,OC1=CC=C2C(N=NN12)=C,0
318,,N=NN1C=CC=2OC=CC21,0
319,,OC=C1C=CC2=NN=CN21,0
320,,O=CC=1NNC2=NC=CC21,0
321,,N=1NOC2=NC(C=C)=CC12,0
322,,N(=C)C=1OC2=CNN=C2C1,0
323,,N=NC=1C=CC2=CNOC12,0
324,,N1=NC2=C(O1)C(=C)NC2=C,0
325,,O=C1NC=C2C=NC(=C)N12,0
326,,N=CN1OC=C2C=CN=C21,0
327,,OC=C1N=NC2=CC=CN12,0
328,,N=CN1OC2=CC=NC2=C1,0
329,,OC=C1C=CN2C=NN=C12,0
330,,OC1=CC(=C)C2=CN=NN12,0
331,,OC1=NN2C=NC=C2C1=C,0
332,,OC1=CN2C=NN=C2C1=C,0
333,,N=CC1=CN=C2NOC=C21,0
334,,N=CN1OC=C2N=CC=C21,0
335,,N=C1OC2=NC=CN2C1=C,0
336,,O=NC=1C=C2C=CNN2C1,0
337,,N=1NN=C2C1C(OC2=C)=C,0
338,,O=CC1=CC=C2NN=CN12,0
339,,N1=NN2OC(C=C)=CC2=C1,0
340,,N(=C)C1=CC=2OC=NC2N1,0
341,,N=CC=1OC2=NNC=C2C1,0
342,,N1=NN2C(OC=C2C1=C)=C,0
343,,N1=NC2=C(C=C)C=CN2O1,0
344,,N=1C=NC=2C1NOC2C=C,0
345,,N(=C)C1=CC=2N=COC2N1,0
346,,N=NC1=CNC=2C=COC12,0
347,,N=1OC2=CC(=NN2C1)C=C,0
348,,N=NC1=CC=2C=COC2N1,0
349,,N1=COC=2C1=NNC2C=C,0
350,,OC=1N=CN2C1N=CC2=C,0
351,,O=CC=1C=CN2C=NNC12,0
352,,N=1N=C2OC=C(C=C)N2C1,0
353,,O=NC=1C=C2NC=CN2C1,0
354,,N(=C)C=1N=CN2OC=CC12,0
355,,O=CC1=NC=2C=CNC2N1,0
356,,N=1NC(=C)C2=NC(OC12)=C,0
357,,N1=NN2C=CC(C=C)=C2O1,0
358,,N=CC=1NOC2=NC=CC21,0
359,,OC1=CN=C2C=NC(=C)N12,0
360,,N=CC=1C=C2C=NON2C1,0
361,,N(=C)C1=CON2N=CC=C12,0
362,,O=CC1=CN2C=NC=C2N1,0
363,,O=NC1=CNN2C=CC=C12,0
364,,OC1=NC(=C)N2C=CN=C12,0
365,,O=CC1=NNN2C=CC=C12,0
366,,OC1=NC(=C)C2=NC=CN12,0
367,,N(=C)C=1OC=2NC=NC2C1,0
368,,O=CN1C=NC2=CC=CN21,0
369,,N1=NC2=CC=C(C=C)N2O1,0
370,,OC1=NN2N=CC(=C)C2=C1,0
371,,OC=1C=NN2N=CC(=C)C12,0
372,,O=NC=1C=CN2C=CNC12,0
373,,N=1C=C2C=C(N=C)ON2C1,0
374,,N=1OC2=NC(C=C)=CN2C1,0
375,,O=NC1=CC=C2C=CNN12,0
376,,N=CC=1NOC2=CC=NC21,0
377,,O=CC1=NC=C2NC=CN12,0
378,,N=NC=1OC=2NC=CC2C1,0
379,,N=NC=1OC=2C=CNC2C1,0
380,,N(=C)C1=NC=2NC=CC2O1,0
381,,N1=NN2C(OC(=C)C2=C1)=C,0
382,,N(=C)C1=NN2OC=CC2=C1,0
383,,OC=C1C=NN2C=CN=C12,0
384,,N(=C)C1=NC=C2OC=CN12,0
385,,O=NC1=CN2C=CC=C2N1,0
386,,N=1C(N=C2NC(OC12)=C)=C,0
387,,O=CC=1N=CN2C=CNC12,0
388,,N=CC=1C=C2ON=CN2C1,0
389,,N=C1ON=C2C=CC(=C)N12,0
390,,OC1=NC2=CC=NN2C1=C,0
391,,N=C1ON2C=NC(=C)C2=C1,0
392,,OC=C1C=NC2=NC=CN21,0
393,,N(=C)C=1N=CN2C=COC12,0
394,,N(=C)C1=COC2=NC=CN21,0
395,,N(=C)C1=CN=C2OC=CN21,0
396,,N=C1OC=C2C(=C)C=NN12,0
397,,N=1N=C2C=CON2C1C=C,0
398,,N=C1ON=C2C(=C)C=CN12,0
399,,N1=COC=2N=C(C=C)NC12,0
400,,N(=C)C=1C=NN2C=COC12,0
401,,N(=C)C1=CON2C=CN=C12,0
402,,N=1N=C(C=C)N2C=COC12,0
403,,N=1N=C2C(OC(=C)N2C1)=C,0
404,,N(=C)C=1ON2N=CC=C2C1,0
405,,N(=C)C1=COC2=CC=NN12,0
406,,OC1=NN2C(N=CC2=C)=C1,0
407,,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCC(C)CCCCCCCC,0
408,,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCC=CCCCCCC,0
409,,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCCC,0
410,,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCCCCCC,0
411,,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCCC,0
412,,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCC,0
413,,O=C(OC(COC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C=CC=CCCCCCCCCCCCCC,0
414,,O=C(OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C=CC=CCCCCCCCCCCCCC,0
415,,O=C(OC(COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C=CC=CCCCCCCCCCCCCC,0
416,,O=C(OC(COC(=O)CCCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C=CC=CCCCCCCCCCCCCC,0
417,,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCC(C)CCCCCCCC,0
418,,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCC,0
419,,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCCCCCCCC,0
420,,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCCCCCC,0
421,,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C=CC=CCCCCCCCCCCCCC,0
422,,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCC=CCCCCCC,0
423,,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCCC,0
424,,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCC,0
425,,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCC,0
426,,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCC(C)CCCCCCCC,0
427,,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCCC,0
428,,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCC,0
429,,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCCCCCCC,0
430,,N1=NN2C=NC=C2C=C1,0
431,,N1=NN2C=CC=C2N=C1,0
432,,N=1C=C2N=CC=NN2C1,0
433,,N1=NC2=C(O1)C=CN2C=C,0
434,,N=1N=C2ON(C=C)C=C2C1,0
435,,N(=C)N1N=CC2=COC=C21,0
436,,N=1ON=C2C1C=CN2C=C,0
437,,N=1OC=2C=CN(N=C)C2C1,0
438,,N1=NC2=CN(OC2=C1)C=C,0
439,,N1=NN(C=C)C2=COC=C12,0
440,,N=1OC2=C(C1)C=CN2N=C,0
441,,N=1OC=2N=CN(C=C)C2C1,0
442,,N=1OC=C2C1C=CN2N=C,0
443,,N1=NC=2C=CN(C=C)C2O1,0
444,,N1=NC2=CON(C=C)C2=C1,0
445,,N(=C)C1=NNC2=COC=C12,0
446,,N(=C)C=1N=CC2=CONC12,0
447,,N=1OC2=C(N=CN2C=C)C1,0
448,,N1=CC2=CON(N=C)C2=C1,0
449,,N=1ONC2=CC(N=C)=CC12,0
450,,O=CN1C=C2N=CNC2=C1,0
451,,N=1C=C2ONC(N=C)=C2C1,0
452,,N=1OC=2NC(N=C)=CC2C1,0
453,,N=CC1=NNC2=COC=C12,0
454,,O=NC1=CC2=CNC=C2N1,0
455,,O=CN1NC=C2N=CC=C21,0
456,,N=NC1=CC2=CONC2=C1,0
457,,N(=C)C1=CN=C2ONC=C21,0
458,,N1=COC2=NN(C=C)C=C12,0
459,,N1=COC2=CN(N=C12)C=C,0
460,,N=C1OC(=C)C2=CC=NN12,0
461,,N(=C)C1=COC2=NNC=C21,0
462,,N1=NC=2NC=C(C=C)C2O1,0
463,,N1=NC=2C=C(C=C)NC2O1,0
464,,N=1ON=C2C1NC(=C)C2=C,0
465,,N=1ON=C2C1NC=C2C=C,0
466,,N1=NC=2NC(C=C)=CC2O1,0
467,,O=CN1C=NC2=CNC=C21,0
468,,N=1OC=2NC=CC2C1N=C,0
469,,O=NC=1C=CC2=CNNC12,0
470,,N=1OC=2C=CNC2C1N=C,0
471,,N1=NC=2C(ONC2C1=C)=C,0
472,,N(=C)N1N=CC=2C=COC21,0
473,,N1=NC2=C(O1)NC=C2C=C,0
474,,O=NN1NC=C2C=CC=C21,0
475,,N1=NC2=C(O1)NC(=C)C2=C,0
476,,N1=NN(C=C)C=2C=COC12,0
477,,N=C1C(ON2C=NC=C12)=C,0
478,,N1=NC2=CNOC2=C1C=C,0
479,,N(=C)C1=CN=C2NOC=C12,0
480,,O=CC=1NC=C2C=NNC21,0
481,,N1=NC=2C(ONC2C=C)=C1,0
482,,N=1ONC=2C1C=CC2N=C,0
483,,N=CN1C=CC2=NOC=C21,0
484,,O=NC1=CC2=CNNC2=C1,0
485,,N=CN1C=CC=2C=NOC21,0
486,,O=CC=1NC=C2NN=CC12,0
487,,N=1OC=2C=C(N=C)NC2C1,0
488,,N=1OC2=CNN=C2C1C=C,0
489,,N=CN1N=CC2=COC=C21,0
490,,N=1OC=2NC=C(N=C)C2C1,0
491,,O=CN1C=CC2=NNC=C21,0
492,,N1=CC2=COC(N=C)=C2N1,0
493,,N1=CC2=C(N=C)OC=C2N1,0
494,,N=1OC=2C(N=C)=CNC2C1,0
495,,N1=CN(N=C)C2=COC=C12,0
496,,O=CN1N=C2C=CNC2=C1,0
497,,N=1OC=C2NC=C(N=C)C12,0
498,,O=CN1N=CC=2C=CNC21,0
499,,N1=NC2=C(ONC2=C1)C=C,0
500,,N=1N=C2ONC(C=C)=C2C1,0
501,,N=1OC2=NNC(C=C)=C2C1,0
502,,O=CN1C=C2C=CN=C2N1,0
503,,N=1OC2=NNC=C2C1C=C,0
504,,O=CC=1NNC2=CN=CC12,0
505,,O=CN1N=C2C=CC=C2N1,0
506,,OC=C1N=CC2=CN=CN12,0
507,,N(=C)C1=COC2=CNN=C12,0
508,,OC=C1N=CN2C=NC=C12,0
509,,O=CC1=CC2=NNNC2=C1,0
510,,N=1C=C2ONN=C2C1C=C,0
511,,N=CN1N=C2OC=CC2=C1,0
512,,O=CN1C=CC2=CN=CN21,0
513,,N1=COC=2C=NN(C=C)C12,0
514,,N(=C)C=1N=C2ONC=C2C1,0
515,,O=CN1NN=C2C=CC=C21,0
516,,N(=C)C1=NC2=COC=C2N1,0
517,,N=C1C(OC2=CN=CN12)=C,0
518,,O=NC=1NC=C2C=CNC21,0
519,,N=NC=1C=CC2=CONC12,0
520,,N=C1C(ON2N=CC=C12)=C,0
521,,O=NC=1NC=C2NC=CC12,0
522,,N1=NC2=C(ONC2=C)C1=C,0
523,,N(=C)C1=CC=C2ONN=C12,0
524,,N1=CN(N=C)C=2C=COC12,0
525,,OC=C1C=CC2=CN=NN12,0
526,,N=CN1N=C2C=COC2=C1,0
527,,N(=C)C1=NC2=CNOC2=C1,0
528,,O=CN1C=CC=2N=CNC21,0
529,,N=1ON=C2C1C(=C)NC2=C,0
530,,N(=C)C=1OC=C2NC=NC12,0
531,,OC=C1N=CC2=CC=NN12,0
532,,N1=NN2C(O1)=CC(=C)C2=C,0
533,,OC=1N=NN2C(=C)C=CC12,0
534,,N=CC=1C=NC2=CONC21,0
535,,N=1ON2N=CC(C=C)=C2C1,0
536,,N1=COC2=C1N=CN2C=C,0
537,,N1=NN2C=C(C=C)C=C2O1,0
538,,O=CC=1C=C2C=NNN2C1,0
539,,OC=1N=NN2C=CC(=C)C12,0
540,,N=1C(N=C2C1NOC2=C)=C,0
541,,O=CN1C=CC2=CC=NN21,0
542,,N=1ON2N=C(C=C)C=C2C1,0
543,,N=NC=1ONC2=CC=CC12,0
544,,N=1ON2C(N=C)=CC=C2C1,0
545,,O=CN1N=CN2C=CC=C12,0
546,,N=C1ON2C=CN=C2C1=C,0
547,,N=1OC2=CN=C(C=C)N2C1,0
548,,N=CC=1N=C2ONC=C2C1,0
549,,N1=NC2=CC(=C)C(=C)N2O1,0
550,,N=CN1C=NC=2OC=CC21,0
551,,OC1=CC(=C)N2C=NN=C12,0
