Index,SMILES,Name,Classe
381,N1=NN2C(OC(=C)C2=C1)=C,"4,6-dimethylidene-4H,6H-[1,2,3]triazolo[1,5-c][1,3]oxazole",0
382,N(=C)C1=NN2OC=CC2=C1,"N-{pyrazolo[1,5-b][1,2]oxazol-5-yl}methanimine",0
383,OC=C1C=NN2C=CN=C12,"{7H-imidazo[1,2-b]pyrazol-7-ylidene}methanol",0
384,N(=C)C1=NC=C2OC=CN12,"N-{imidazo[4,3-b][1,3]oxazol-5-yl}methanimine",0
385,O=NC1=CN2C=CC=C2N1,"2-nitroso-1H-pyrrolo[1,2-a]imidazole",0
386,N=1C(N=C2NC(OC12)=C)=C,"2,5-dimethylidene-2H,3H,5H-imidazo[4,5-d][1,3]oxazole",0
387,O=CC=1N=CN2C=CNC12,"1H-imidazo[1,5-a][1,3]diazole-7-carbaldehyde",0
388,N=CC=1C=C2ON=CN2C1,"6-carboximidoylpyrrolo[1,2-d][1,2,4]oxadiazole",0
389,N=C1ON=C2C=CC(=C)N12,"5-methylidene-3H,5H-pyrrolo[2,1-c][1,2,4]oxadiazol-3-imine",0
390,OC1=NC2=CC=NN2C1=C,"3-methylidene-3H-pyrazolo[1,5-a]imidazol-2-ol",0
391,N=C1ON2C=NC(=C)C2=C1,"4-methylidene-2H,4H-imidazo[1,5-b][1,2]oxazol-2-imine",0
392,OC=C1C=NC2=NC=CN21,"{3H-[1,3]diazolo[1,2-a]imidazol-3-ylidene}methanol",0
393,N(=C)C=1N=CN2C=COC12,"N-{imidazo[4,3-b][1,3]oxazol-7-yl}methanimine",0
394,N(=C)C1=COC2=NC=CN21,"N-{imidazo[2,1-b][1,3]oxazol-3-yl}methanimine",0
395,N(=C)C1=CN=C2OC=CN21,"N-{imidazo[2,1-b][1,3]oxazol-5-yl}methanimine",0
396,N=C1OC=C2C(=C)C=NN12,"3-methylidene-3H,6H-pyrazolo[1,5-c][1,3]oxazol-6-imine",0
397,N=1N=C2C=CON2C1C=C,"3-ethenyl-[1,2,4]triazolo[4,3-b][1,2]oxazole",0
398,N=C1ON=C2C(=C)C=CN12,"7-methylidene-3H,7H-pyrrolo[2,1-c][1,2,4]oxadiazol-3-imine",0
399,N1=COC=2N=C(C=C)NC12,"5-ethenyl-4H-imidazo[4,5-d][1,3]oxazole",0
400,N(=C)C=1C=NN2C=COC12,"N-{pyrazolo[3,2-b][1,3]oxazol-7-yl}methanimine",0
401,N(=C)C1=CON2C=CN=C12,"N-{imidazo[1,2-b][1,2]oxazol-7-yl}methanimine",0
402,N=1N=C(C=C)N2C=COC12,"3-ethenyl-[1,2,4]triazolo[3,4-b][1,3]oxazole",0
403,N=1N=C2C(OC(=C)N2C1)=C,"5,7-dimethylidene-5H,7H-[1,2,4]triazolo[4,3-c][1,3]oxazole",0
404,N(=C)C=1ON2N=CC=C2C1,"N-{pyrazolo[1,5-b][1,2]oxazol-2-yl}methanimine",0
405,N(=C)C1=COC2=CC=NN12,"N-{pyrazolo[3,2-b][1,3]oxazol-3-yl}methanimine",0
406,OC1=NN2C(N=CC2=C)=C1,"3-methylidene-3H-pyrazolo[1,5-a]imidazol-6-ol",0
407,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCC(C)CCCCCCCC,"{2,3-bis[(10-methyloctadecanoyl)oxy]propoxy}({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
408,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCC=CCCCCCC,"{2-[(10-methyloctadecanoyl)oxy]-3-(octadec-11-enoyloxy)propoxy}({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
409,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCCC,"[3-(heptadec-7-enoyloxy)-2-[(10-methyloctadecanoyl)oxy]propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
410,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCCCCCC,"{2-[(10-methyloctadecanoyl)oxy]-3-(octadecanoyloxy)propoxy}({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
411,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCCC,"{2-[(10-methyloctadecanoyl)oxy]-3-(pentadecanoyloxy)propoxy}({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
412,O=C(OCC(OC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCC,"{2-[(10-methyloctadecanoyl)oxy]-3-(tetradecanoyloxy)propoxy}({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
413,O=C(OC(COC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C=CC=CCCCCCCCCCCCCC,"{3-[(10-methyloctadecanoyl)oxy]-2-(octadeca-2,4-dienoyloxy)propoxy}({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
414,O=C(OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C=CC=CCCCCCCCCCCCCC,"[3-(octadec-11-enoyloxy)-2-(octadeca-2,4-dienoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
415,O=C(OC(COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C=CC=CCCCCCCCCCCCCC,"[3-(icosanoyloxy)-2-(octadeca-2,4-dienoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
416,O=C(OC(COC(=O)CCCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C=CC=CCCCCCCCCCCCCC,"[3-(nonadecanoyloxy)-2-(octadeca-2,4-dienoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
417,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCC(C)CCCCCCCC,"{3-[(10-methyloctadecanoyl)oxy]-2-(octadec-11-enoyloxy)propoxy}({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
418,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCC,"[3-(hexadec-7-enoyloxy)-2-(octadec-11-enoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
419,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCCCCCCCC,"[3-(icosanoyloxy)-2-(octadec-11-enoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
420,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCCCCCC,"[2-(octadec-11-enoyloxy)-3-(octadecanoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
421,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C=CC=CCCCCCCCCCCCCC,"[2-(heptadec-7-enoyloxy)-3-(octadeca-2,4-dienoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
422,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCC=CCCCCCC,"[2-(heptadec-7-enoyloxy)-3-(octadec-11-enoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
423,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCCC,"[2,3-bis(heptadec-7-enoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
424,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCC,"[2-(heptadec-7-enoyloxy)-3-(hexadec-7-enoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
425,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCC,"[2-(heptadec-7-enoyloxy)-3-(tetradecanoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
426,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCC(C)CCCCCCCC,"[2-(hexadec-7-enoyloxy)-3-[(10-methyloctadecanoyl)oxy]propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
427,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCCC,"[3-(heptadec-7-enoyloxy)-2-(hexadec-7-enoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
428,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCC=CCCCCCCCC,"[2,3-bis(hexadec-7-enoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
429,O=C(OCC(OC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)CCCCCCCCCCCCCCCCCC,"[2-(hexadec-7-enoyloxy)-3-(nonadecanoyloxy)propoxy]({[3,4,5-trihydroxy-2,6-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})cyclohexyl]oxy})phosphinic acid",0
430,N1=NN2C=NC=C2C=C1,"imidazo[1,5-c][1,2,3]triazine",0
431,N1=NN2C=CC=C2N=C1,"pyrrolo[1,2-c][1,2,3,5]tetrazine",0
432,N=1C=C2N=CC=NN2C1,"imidazo[1,5-b][1,2,4]triazine",0
433,N1=NC2=C(O1)C=CN2C=C,"4-ethenyl-4H-pyrrolo[2,3-d][1,2,3]oxadiazole",0
434,N=1N=C2ON(C=C)C=C2C1,"2-ethenyl-2H-pyrazolo[4,3-d][1,2]oxazole",0
435,N(=C)N1N=CC2=COC=C21,"N-{1H-furo[3,4-c]pyrazol-1-yl}methanimine",0
436,N=1ON=C2C1C=CN2C=C,"4-ethenyl-4H-pyrrolo[2,3-c][1,2,5]oxadiazole",0
437,N=1OC=2C=CN(N=C)C2C1,"N-{4H-pyrrolo[2,3-d][1,2]oxazol-4-yl}methanimine",0
438,N1=NC2=CN(OC2=C1)C=C,"2-ethenyl-2H-pyrazolo[3,4-d][1,2]oxazole",0
439,N1=NN(C=C)C2=COC=C12,"1-ethenyl-1H-furo[3,4-d][1,2,3]triazole",0
440,N=1OC2=C(C1)C=CN2N=C,"N-{6H-pyrrolo[3,2-d][1,2]oxazol-6-yl}methanimine",0
441,N=1OC=2N=CN(C=C)C2C1,"4-ethenyl-4H-imidazo[4,5-d][1,2]oxazole",0
442,N=1OC=C2C1C=CN2N=C,"N-{4H-pyrrolo[3,2-c][1,2]oxazol-4-yl}methanimine",0
443,N1=NC=2C=CN(C=C)C2O1,"4-ethenyl-4H-pyrrolo[3,2-d][1,2,3]oxadiazole",0
444,N1=NC2=CON(C=C)C2=C1,"1-ethenyl-1H-pyrazolo[4,3-c][1,2]oxazole",0
445,N(=C)C1=NNC2=COC=C12,"N-{1H-furo[3,4-c]pyrazol-3-yl}methanimine",0
446,N(=C)C=1N=CC2=CONC12,"N-{1H-pyrrolo[3,4-c][1,2]oxazol-6-yl}methanimine",0
447,N=1OC2=C(N=CN2C=C)C1,"6-ethenyl-6H-imidazo[4,5-d][1,2]oxazole",0
448,N1=CC2=CON(N=C)C2=C1,"N-{1H-pyrrolo[3,4-c][1,2]oxazol-1-yl}methanimine",0
449,N=1ONC2=CC(N=C)=CC12,"N-{1H-cyclopenta[c][1,2,5]oxadiazol-5-yl}methanimine",0
450,O=CN1C=C2N=CNC2=C1,"1H,5H-pyrrolo[3,4-d]imidazole-5-carbaldehyde",0
451,N=1C=C2ONC(N=C)=C2C1,"N-{2H-pyrrolo[3,4-d][1,2]oxazol-3-yl}methanimine",0
452,N=1OC=2NC(N=C)=CC2C1,"N-{6H-pyrrolo[3,2-d][1,2]oxazol-5-yl}methanimine",0
453,N=CC1=NNC2=COC=C12,"3-carboximidoyl-1H-furo[3,4-c]pyrazole",0
454,O=NC1=CC2=CNC=C2N1,"2-nitroso-1H,5H-pyrrolo[3,4-b]pyrrole",0
455,O=CN1NC=C2N=CC=C21,"1H,2H-pyrrolo[3,2-c]pyrazole-1-carbaldehyde",0
456,N=NC1=CC2=CONC2=C1,"{1H-cyclopenta[c][1,2]oxazol-5-yl}diazene",0
457,N(=C)C1=CN=C2ONC=C21,"N-{2H-pyrrolo[3,2-d][1,2]oxazol-4-yl}methanimine",0
458,N1=COC2=NN(C=C)C=C12,"2-ethenyl-2H-pyrazolo[4,3-d][1,3]oxazole",0
459,N1=COC2=CN(N=C12)C=C,"2-ethenyl-2H-pyrazolo[3,4-d][1,3]oxazole",0
460,N=C1OC(=C)C2=CC=NN12,"4-methylidene-4H,6H-pyrazolo[1,5-c][1,3]oxazol-6-imine",0
461,N(=C)C1=COC2=NNC=C21,"N-{2H-furo[2,3-c]pyrazol-4-yl}methanimine",0
462,N1=NC=2NC=C(C=C)C2O1,"6-ethenyl-4H-pyrrolo[2,3-d][1,2,3]oxadiazole",0
463,N1=NC=2C=C(C=C)NC2O1,"5-ethenyl-4H-pyrrolo[3,2-d][1,2,3]oxadiazole",0
464,N=1ON=C2C1NC(=C)C2=C,"5,6-dimethylidene-4H,5H,6H-pyrrolo[2,3-c][1,2,5]oxadiazole",0
465,N=1ON=C2C1NC=C2C=C,"6-ethenyl-4H-pyrrolo[2,3-c][1,2,5]oxadiazole",0
466,N1=NC=2NC(C=C)=CC2O1,"5-ethenyl-4H-pyrrolo[2,3-d][1,2,3]oxadiazole",0
467,O=CN1C=NC2=CNC=C21,"1H,5H-pyrrolo[3,4-d]imidazole-1-carbaldehyde",0
468,N=1OC=2NC=CC2C1N=C,"N-{6H-pyrrolo[3,2-d][1,2]oxazol-3-yl}methanimine",0
469,O=NC=1C=CC2=CNNC12,"6-nitroso-1H,2H-cyclopenta[c]pyrazole",0
470,N=1OC=2C=CNC2C1N=C,"N-{4H-pyrrolo[2,3-d][1,2]oxazol-3-yl}methanimine",0
471,N1=NC=2C(ONC2C1=C)=C,"3,6-dimethylidene-1H,3H,6H-pyrazolo[4,3-c][1,2]oxazole",0
472,N(=C)N1N=CC=2C=COC21,"N-{1H-furo[2,3-c]pyrazol-1-yl}methanimine",0
473,N1=NC2=C(O1)NC=C2C=C,"6-ethenyl-4H-pyrrolo[3,2-d][1,2,3]oxadiazole",0
474,O=NN1NC=C2C=CC=C21,"1-nitroso-1H,2H-cyclopenta[c]pyrazole",0
475,N1=NC2=C(O1)NC(=C)C2=C,"5,6-dimethylidene-4H,5H,6H-pyrrolo[3,2-d][1,2,3]oxadiazole",0
476,N1=NN(C=C)C=2C=COC12,"1-ethenyl-1H-furo[2,3-d][1,2,3]triazole",0
477,N=C1C(ON2C=NC=C12)=C,"2-methylidene-2H,3H-imidazo[1,5-b][1,2]oxazol-3-imine",0
478,N1=NC2=CNOC2=C1C=C,"6-ethenyl-2H-pyrazolo[3,4-d][1,2]oxazole",0
479,N(=C)C1=CN=C2NOC=C12,"N-{1H-pyrrolo[2,3-c][1,2]oxazol-4-yl}methanimine",0
480,O=CC=1NC=C2C=NNC21,"1H,5H-pyrrolo[3,4-c]pyrazole-6-carbaldehyde",0
481,N1=NC=2C(ONC2C=C)=C1,"3-ethenyl-2H-pyrazolo[3,4-d][1,2]oxazole",0
482,N=1ONC=2C1C=CC2N=C,"N-{1H-cyclopenta[c][1,2,5]oxadiazol-6-yl}methanimine",0
483,N=CN1C=CC2=NOC=C21,"4-carboximidoyl-4H-pyrrolo[3,2-c][1,2]oxazole",0
484,O=NC1=CC2=CNNC2=C1,"5-nitroso-1H,2H-cyclopenta[c]pyrazole",0
485,N=CN1C=CC=2C=NOC21,"6-carboximidoyl-6H-pyrrolo[3,2-d][1,2]oxazole",0
486,O=CC=1NC=C2NN=CC12,"1H,5H-pyrrolo[3,4-c]pyrazole-4-carbaldehyde",0
487,N=1OC=2C=C(N=C)NC2C1,"N-{4H-pyrrolo[2,3-d][1,2]oxazol-5-yl}methanimine",0
488,N=1OC2=CNN=C2C1C=C,"3-ethenyl-5H-pyrazolo[3,4-d][1,2]oxazole",0
489,N=CN1N=CC2=COC=C21,"1-carboximidoyl-1H-furo[3,4-c]pyrazole",0
490,N=1OC=2NC=C(N=C)C2C1,"N-{6H-pyrrolo[3,2-d][1,2]oxazol-4-yl}methanimine",0
491,O=CN1C=CC2=NNC=C21,"2H,4H-pyrrolo[3,2-c]pyrazole-4-carbaldehyde",0
492,N1=CC2=COC(N=C)=C2N1,"N-{1H-furo[3,4-c]pyrazol-6-yl}methanimine",0
493,N1=CC2=C(N=C)OC=C2N1,"N-{1H-furo[3,4-c]pyrazol-4-yl}methanimine",0
494,N=1OC=2C(N=C)=CNC2C1,"N-{4H-pyrrolo[2,3-d][1,2]oxazol-6-yl}methanimine",0
495,N1=CN(N=C)C2=COC=C12,"N-{1H-furo[3,4-d]imidazol-1-yl}methanimine",0
496,O=CN1N=C2C=CNC2=C1,"2H,4H-pyrrolo[3,2-c]pyrazole-2-carbaldehyde",0
497,N=1OC=C2NC=C(N=C)C12,"N-{4H-pyrrolo[3,2-c][1,2]oxazol-6-yl}methanimine",0
498,O=CN1N=CC=2C=CNC21,"1H,6H-pyrrolo[2,3-c]pyrazole-1-carbaldehyde",0
499,N1=NC2=C(ONC2=C1)C=C,"3-ethenyl-1H-pyrazolo[4,3-c][1,2]oxazole",0
500,N=1N=C2ONC(C=C)=C2C1,"3-ethenyl-2H-pyrazolo[4,3-d][1,2]oxazole",0
501,N=1OC2=NNC(C=C)=C2C1,"4-ethenyl-5H-pyrazolo[4,3-d][1,2]oxazole",0
502,O=CN1C=C2C=CN=C2N1,"1H,2H-pyrrolo[2,3-c]pyrazole-2-carbaldehyde",0
503,N=1OC2=NNC=C2C1C=C,"3-ethenyl-5H-pyrazolo[4,3-d][1,2]oxazole",0
504,O=CC=1NNC2=CN=CC12,"1H,2H-pyrrolo[3,4-c]pyrazole-3-carbaldehyde",0
505,O=CN1N=C2C=CC=C2N1,"1H,2H-cyclopenta[d][1,2,3]triazole-2-carbaldehyde",0
506,OC=C1N=CC2=CN=CN12,"{3H-[1,3]diazolo[1,5-c]imidazol-3-ylidene}methanol",0
507,N(=C)C1=COC2=CNN=C12,"N-{2H-furo[3,2-c]pyrazol-6-yl}methanimine",0
508,OC=C1N=CN2C=NC=C12,"{1H-[1,3]diazolo[1,5-c]imidazol-1-ylidene}methanol",0
509,O=CC1=CC2=NNNC2=C1,"1H,2H-cyclopenta[d][1,2,3]triazole-5-carbaldehyde",0
510,N=1C=C2ONN=C2C1C=C,"4-ethenyl-2H-pyrrolo[3,4-d][1,2,3]oxadiazole",0
511,N=CN1N=C2OC=CC2=C1,"2-carboximidoyl-2H-furo[2,3-c]pyrazole",0
512,O=CN1C=CC2=CN=CN21,"1H-imidazo[1,5-b]pyrazole-1-carbaldehyde",0
513,N1=COC=2C=NN(C=C)C12,"1-ethenyl-1H-pyrazolo[3,4-d][1,3]oxazole",0
514,N(=C)C=1N=C2ONC=C2C1,"N-{2H-pyrrolo[3,2-d][1,2]oxazol-5-yl}methanimine",0
515,O=CN1NN=C2C=CC=C21,"1H,2H-cyclopenta[d][1,2,3]triazole-1-carbaldehyde",0
516,N(=C)C1=NC2=COC=C2N1,"N-{1H-furo[3,4-d]imidazol-2-yl}methanimine",0
517,N=C1C(OC2=CN=CN12)=C,"2-methylidene-2H,3H-imidazo[4,3-b][1,3]oxazol-3-imine",0
518,O=NC=1NC=C2C=CNC21,"6-nitroso-1H,5H-pyrrolo[3,4-b]pyrrole",0
519,N=NC=1C=CC2=CONC12,"{1H-cyclopenta[c][1,2]oxazol-6-yl}diazene",0
520,N=C1C(ON2N=CC=C12)=C,"2-methylidene-2H,3H-pyrazolo[1,5-b][1,2]oxazol-3-imine",0
521,O=NC=1NC=C2NC=CC12,"4-nitroso-1H,5H-pyrrolo[3,4-b]pyrrole",0
522,N1=NC2=C(ONC2=C)C1=C,"3,6-dimethylidene-2H,3H,6H-pyrazolo[3,4-d][1,2]oxazole",0
523,N(=C)C1=CC=C2ONN=C12,"N-{2H-cyclopenta[d][1,2,3]oxadiazol-4-yl}methanimine",0
524,N1=CN(N=C)C=2C=COC12,"N-{1H-furo[2,3-d]imidazol-1-yl}methanimine",0
525,OC=C1C=CC2=CN=NN12,"{6H-pyrrolo[1,2-c][1,2,3]triazol-6-ylidene}methanol",0
526,N=CN1N=C2C=COC2=C1,"2-carboximidoyl-2H-furo[3,2-c]pyrazole",0
527,N(=C)C1=NC2=CNOC2=C1,"N-{2H-pyrrolo[2,3-d][1,2]oxazol-5-yl}methanimine",0
528,O=CN1C=CC=2N=CNC21,"3H,4H-pyrrolo[2,3-d]imidazole-4-carbaldehyde",0
529,N=1ON=C2C1C(=C)NC2=C,"4,6-dimethylidene-4H,5H,6H-pyrrolo[3,4-c][1,2,5]oxadiazole",0
530,N(=C)C=1OC=C2NC=NC12,"N-{1H-furo[3,4-d]imidazol-4-yl}methanimine",0
531,OC=C1N=CC2=CC=NN12,"{6H-pyrazolo[1,5-c]imidazol-6-ylidene}methanol",0
532,N1=NN2C(O1)=CC(=C)C2=C,"5,6-dimethylidene-5H,6H-pyrrolo[1,2-d][1,2,3,4]oxatriazole",0
533,OC=1N=NN2C(=C)C=CC12,"6-methylidene-6H-pyrrolo[1,2-c][1,2,3]triazol-3-ol",0
534,N=CC=1C=NC2=CONC21,"6-carboximidoyl-1H-pyrrolo[3,2-c][1,2]oxazole",0
535,N=1ON2N=CC(C=C)=C2C1,"4-ethenylpyrazolo[1,5-b][1,2,5]oxadiazole",0
536,N1=COC2=C1N=CN2C=C,"6-ethenyl-6H-imidazo[4,5-d][1,3]oxazole",0
537,N1=NN2C=C(C=C)C=C2O1,"6-ethenylpyrrolo[1,2-d][1,2,3,4]oxatriazole",0
538,O=CC=1C=C2C=NNN2C1,"1H-pyrrolo[1,2-c][1,2,3]triazole-5-carbaldehyde",0
539,OC=1N=NN2C=CC(=C)C12,"4-methylidene-4H-pyrrolo[1,2-c][1,2,3]triazol-3-ol",0
540,N=1C(N=C2C1NOC2=C)=C,"3,5-dimethylidene-1H,3H,5H-imidazo[4,5-c][1,2]oxazole",0
541,O=CN1C=CC2=CC=NN21,"1H-pyrazolo[1,5-b][1,2]diazole-1-carbaldehyde",0
542,N=1ON2N=C(C=C)C=C2C1,"5-ethenylpyrazolo[1,5-b][1,2,5]oxadiazole",0
543,N=NC=1ONC2=CC=CC12,"{1H-cyclopenta[c][1,2]oxazol-3-yl}diazene",0
